type,juri,role,situation,sop,filename
DOMRPT,UN,call taker,,"['Create a call in every instance where the offence occurred in UBC', 'Questions:', 'What is the time delay?', 'Short time delay refer to DOMI – Domestic in progress SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",UN - DOMRPT - Domestic report.docx
DOMRPT,UN,dispatcher,,['Assign a member'],UN - DOMRPT - Domestic report.docx
DOMRPT,VA,call taker,,"['Create a call in every instance where the offence occurred in Vancouver', 'Questions:', 'What is the time delay?', 'Short time delay refer to DOMI – Domestic in progress SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",VA - DOMRPT - Domestic report.docx
DOMRPT,VA,dispatcher,,['Assign a member'],VA - DOMRPT - Domestic report.docx
DOMRPT,WP,call taker,,"['Create a call in every instance where the offence occurred in Whistler or Pemberton', 'Questions:', 'What is the time delay?', 'Short time delay refer to DOMI – Domestic in progress SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home and how old are they?', 'Are drugs and alcohol involved?', 'Is there any past history?']",WP - DOMRPT - Domestic report.docx
DOMRPT,WP,dispatcher,,['Assign a member'],WP - DOMRPT - Domestic report.docx
DOMRPT,WV,call taker,,"['Create a call in every instance where the offence occurred in West Vancouver', 'Questions:', 'What is the time delay?', 'Short time delay refer to DOMI – Domestic in progress SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",WV - DOMRPT - Domestic report.docx
DOMRPT,WV,dispatcher,,['Assign a member'],WV - DOMRPT - Domestic report.docx
FIGHT,AB,call taker,,"['Create a call', 'Questions', 'Are weapons involved?', 'If yes, see Weapon SOP', 'How many combatants involved?', 'Is it an assault in progress?', 'If yes, see Assault SOP', 'Is this occurring inside a premises or on the street?', 'Keep the caller on the line', 'If the fight has stopped before police arrival, obtain the combatants descriptions and directions of travel. Members still have to confirm if there are injuries that require treatment and if this was a consensual fight or an assault.']",AB - FIGHT - Fight.docx
FIGHT,AB,dispatcher,,['Assign 2 members'],AB - FIGHT - Fight.docx
FIGHT,BI,call taker,,"['Create a call', 'Questions', 'Are weapons involved?', 'If yes, see Weapon SOP', 'How many combatants involved?', 'Is it an assault in progress?', 'If yes, see Assault SOP', 'Is this occurring inside a premises or on the street?', 'Keep the caller on the line', 'If the fight has stopped before police arrival, obtain the combatants descriptions and directions of travel. Members still have to confirm if there are injuries that require treatment and if this was a consensual fight or an assault.']",BI - FIGHT - Fight.docx
FIGHT,BI,dispatcher,,['Assign a member'],BI - FIGHT - Fight.docx
FIGHT,BU,call taker,,"['Create a call', 'Questions', 'Are weapons involved?', 'If yes, see Weapon SOP', 'How many combatants involved?', 'Is it an assault in progress?', 'If yes, see Assault SOP', 'Is this occurring inside a premises or on the street?', 'Keep the caller on the line', 'If the fight has stopped before police arrival, obtain the combatants descriptions and directions of travel. Members still have to confirm if there are injuries that require treatment and if this was a consensual fight or an assault.']",BU - FIGHT - Fight.docx
FIGHT,BU,dispatcher,,['Assign a membe'],BU - FIGHT - Fight.docx
FIGHT,DE,call taker,,"['Create a call', 'Questions', 'Are weapons involved?', 'If yes, see Weapon SOP', 'How many combatants involved?', 'Is it an assault in progress?', 'If yes, see Assault SOP', 'Is this occurring inside a premises or on the street?', 'Keep the caller on the line', 'If the fight has stopped before police arrival, obtain the combatants descriptions and directions of travel. Members still have to confirm if there are injuries that require treatment and if this was a consensual fight or an assault.']",DE - FIGHT - Fight.docx
FIGHT,DE,dispatcher,,['Assign a member'],DE - FIGHT - Fight.docx
FIGHT,NW,call taker,,"['Create a call', 'Questions', 'Are weapons involved?', 'If yes, see Weapon SOP', 'How many combatants involved?', 'Is it an assault in progress?', 'If yes, see Assault SOP', 'Is this occurring inside a premises or on the street?', 'Keep the caller on the line', 'If the fight has stopped before police arrival, obtain the combatants descriptions and directions of travel. Members still have to confirm if there are injuries that require treatment and if this was a consensual fight or an assault.']",NW - FIGHT - Fight.docx
FIGHT,NW,dispatcher,,['Assign a member'],NW - FIGHT - Fight.docx
FIGHT,PO,call taker,,"['Create a call', 'Questions', 'Are weapons involved?', 'If yes, see PO - Weapon SOP', 'How many combatants involved?', 'Is it an assault in progress?', 'If yes, see PO – ASLTI – Assault in progress event SOP', 'Is this occurring inside a premises or on the street?', 'Keep the caller on the line', 'If the fight has stopped before police arrival, obtain the combatants descriptions and directions of travel. Members still have to confirm if there are injuries that require treatment and if this was a consensual fight or an assault.']",PO - FIGHT - Fight.docx
FIGHT,PO,dispatcher,,['Assign a member'],PO - FIGHT - Fight.docx
FIGHT,RI,call taker,,"['Create a call', 'Questions', 'Are weapons involved?', 'If yes, see Weapon SOP', 'How many combatants involved?', 'Is it an assault in progress?', 'If yes, see Assault SOP', 'Is this occurring inside a premises or on the street?', 'Keep the caller on the line', 'If the fight has stopped before police arrival, obtain the combatants descriptions and directions of travel. Members still have to confirm if there are injuries that require treatment and if this was a consensual fight or an assault.']",RI - FIGHT - Fight.docx
FIGHT,RI,dispatcher,,['Assign a member'],RI - FIGHT - Fight.docx
FIGHT,RM,call taker,,"['Create a call', 'Questions', 'Are weapons involved?', 'If yes, see Weapon SOP', 'How many combatants involved?', 'Is it an assault in progress?', 'If yes, see Assault SOP', 'Is this occurring inside a premises or on the street?', 'Keep the caller on the line', 'If the fight has stopped before police arrival, obtain the combatants descriptions and directions of travel. Members still have to confirm if there are injuries that require treatment and if this was a consensual fight or an assault.']",RM - FIGHT - Fight.docx
FIGHT,RM,dispatcher,,['Assign a member'],RM - FIGHT - Fight.docx
FIGHT,SC,call taker,,"['Create a call', 'Questions', 'Are weapons involved?', 'If yes, see Weapon SOP', 'How many combatants involved?', 'Is it an assault in progress?', 'If yes, see Assault SOP', 'Is this occurring inside a premises or on the street?', 'Keep the caller on the line', 'If the fight has stopped before police arrival, obtain the combatants descriptions and directions of travel. Members still have to confirm if there are injuries that require treatment and if this was a consensual fight or an assault.']",SC - FIGHT - Fight.docx
FIGHT,SC,dispatcher,,['Assign a member'],SC - FIGHT - Fight.docx
FIGHT,SQ,call taker,,"['Create a call', 'Questions', 'Are weapons involved?', 'If yes, see Weapon SOP', 'How many combatants involved?', 'Is it an assault in progress?', 'If yes, see Assault SOP', 'Is this occurring inside a premises or on the street?', 'Keep the caller on the line', 'If the fight has stopped before police arrival, obtain the combatants descriptions and directions of travel. Members still have to confirm if there are injuries that require treatment and if this was a consensual fight or an assault.']",SQ - FIGHT - Fight.docx
FIGHT,SQ,dispatcher,,['Assign a member'],SQ - FIGHT - Fight.docx
FIGHT,SX,call taker,,"['Create a call', 'Questions', 'Are weapons involved?', 'If yes, see Weapon SOP', 'How many combatants involved?', 'Is it an assault in progress?', 'If yes, see Assault SOP', 'Is this occurring inside a premises or on the street?', 'Keep the caller on the line', 'If the fight has stopped before police arrival, obtain the combatants descriptions and directions of travel. Members still have to confirm if there are injuries that require treatment and if this was a consensual fight or an assault.']",SX - FIGHT - Fight.docx
